DelayID,ShippingID,Reason,DelayDuration
11767,126511,Logistics Issue,9
11768,112218,Customs,1
11769,112414,Logistics Issue,1
11770,182051,Weather,4
11771,172371,Logistics Issue,1
11772,54703,Customs,7
11773,61078,Customs,2
11774,173189,Traffic,8
11775,72011,Logistics Issue,4
11776,49369,Weather,5
11777,145208,Customs,5
11778,174971,Weather,9
11779,170898,Logistics Issue,3
11780,25726,Customs,8
11781,140986,Customs,4
11782,148046,Logistics Issue,1
11783,15491,Weather,5
11784,65291,Customs,1
11785,164725,Weather,9
11786,1919,Customs,8
11787,37709,Weather,1
11788,1226,Weather,1
11789,37075,Customs,9
11790,74312,Logistics Issue,5
11791,48640,Logistics Issue,4
11792,88734,Weather,5
11793,112134,Logistics Issue,6
11794,19829,Traffic,1
11795,143817,Logistics Issue,7
11796,189226,Weather,7
11797,37314,Traffic,3
11798,173599,Customs,1
11799,85109,Customs,1
11800,54130,Logistics Issue,1
11801,148673,Logistics Issue,5
11802,1186,Traffic,4
11803,85938,Traffic,5
11804,113415,Customs,7
11805,72491,Weather,8
11806,188426,Traffic,3
11807,83089,Customs,7
11808,24589,Logistics Issue,9
11809,161784,Traffic,4
11810,70939,Customs,8
11811,117773,Weather,8
11812,142537,Weather,9
11813,126193,Logistics Issue,5
11814,1223,Logistics Issue,8
11815,59440,Weather,3
11816,116528,Weather,2
11817,150594,Weather,9
11818,5489,Logistics Issue,1
11819,112784,Customs,6
11820,155685,Logistics Issue,9
11821,70102,Traffic,5
11822,171110,Traffic,2
11823,30767,Weather,1
11824,100120,Customs,3
11825,165389,Traffic,2
11826,63332,Weather,5
11827,137361,Logistics Issue,4
11828,9621,Customs,8
11829,23009,Weather,7
11830,31019,Weather,2
11831,80350,Customs,8
11832,163072,Customs,1
11833,9796,Weather,1
11834,29052,Weather,6
11835,28793,Weather,4
11836,157536,Customs,1
11837,46599,Traffic,5
11838,56551,Weather,3
11839,99737,Customs,1
11840,187423,Customs,1
11841,89452,Weather,8
11842,169391,Traffic,3
11843,118225,Traffic,1
11844,139931,Logistics Issue,7
11845,44342,Weather,9
11846,66373,Weather,9
11847,146722,Logistics Issue,9
11848,14362,Customs,4
11849,608,Customs,7
11850,22342,Logistics Issue,9
11851,71443,Traffic,6
11852,82721,Traffic,2
11853,173607,Logistics Issue,1
11854,58515,Logistics Issue,1
11855,54909,Weather,3
11856,112397,Customs,1
11857,17731,Traffic,4
11858,120529,Customs,1
11859,97225,Logistics Issue,9
11860,101987,Traffic,2
11861,86964,Weather,5
11862,130090,Weather,6
11863,109157,Customs,7
11864,93091,Traffic,8
11865,70337,Traffic,2
11866,2135,Weather,5
11867,163935,Traffic,9
11868,196096,Weather,7
11869,130233,Weather,3
11870,163797,Weather,3
11871,163046,Customs,8
11872,145348,Logistics Issue,6
11873,108924,Traffic,8
11874,34958,Weather,2
11875,80087,Weather,2
11876,39820,Customs,6
11877,37403,Traffic,1
11878,181729,Customs,8
11879,92839,Weather,1
11880,117176,Weather,4
11881,123666,Customs,2
11882,182432,Weather,6
11883,55391,Traffic,4
11884,166624,Weather,4
11885,51122,Traffic,5
11886,187585,Traffic,5
11887,151313,Customs,2
11888,57006,Customs,8
11889,82413,Customs,2
11890,84770,Weather,2
11891,87363,Logistics Issue,9
11892,45383,Logistics Issue,3
11893,142261,Weather,5
11894,194294,Traffic,6
11895,75162,Weather,3
11896,180533,Traffic,4
11897,196453,Traffic,9
11898,126462,Traffic,1
11899,165995,Logistics Issue,3
11900,106325,Logistics Issue,5
11901,99154,Traffic,9
11902,33104,Traffic,5
11903,133779,Weather,4
11904,146905,Logistics Issue,3
11905,104120,Traffic,8
11906,46269,Logistics Issue,3
11907,44388,Traffic,5
11908,29962,Logistics Issue,1
11909,59727,Logistics Issue,7
11910,182190,Traffic,1
11911,37875,Customs,9
11912,3941,Traffic,3
11913,31728,Customs,1
11914,32194,Logistics Issue,4
11915,68842,Weather,6
11916,25588,Customs,9
11917,101214,Logistics Issue,5
11918,8431,Customs,6
11919,107754,Logistics Issue,9
11920,32750,Traffic,3
11921,86702,Traffic,1
11922,5819,Traffic,6
11923,19458,Traffic,8
11924,77142,Weather,7
11925,168443,Traffic,4
11926,116016,Customs,1
11927,24263,Weather,7
11928,79874,Customs,5
11929,72582,Weather,8
11930,124502,Traffic,4
11931,174185,Customs,9
11932,79971,Weather,3
11933,51786,Customs,1
11934,34274,Traffic,4
11935,137117,Traffic,3
11936,36870,Logistics Issue,1
11937,113997,Logistics Issue,3
11938,136559,Customs,1
11939,159008,Logistics Issue,5
11940,175347,Customs,3
11941,112087,Traffic,1
11942,187774,Weather,2
11943,82747,Traffic,6
11944,35004,Logistics Issue,2
11945,106865,Traffic,8
11946,136749,Customs,4
11947,149503,Traffic,3
11948,11168,Weather,5
11949,21472,Logistics Issue,4
11950,130855,Weather,6
11951,83126,Customs,3
11952,45746,Customs,5
11953,84763,Customs,6
11954,76703,Weather,2
11955,101354,Traffic,9
11956,13998,Customs,5
11957,122008,Logistics Issue,6
11958,157319,Customs,2
11959,101515,Weather,3
11960,42679,Weather,2
11961,178184,Traffic,7
11962,61665,Customs,2
11963,29490,Weather,3
11964,114535,Weather,2
11965,19669,Logistics Issue,8
11966,176720,Traffic,1
11967,183218,Weather,6
11968,69611,Customs,5
11969,166351,Logistics Issue,2
11970,160390,Weather,8
11971,106110,Customs,8
11972,117251,Traffic,4
11973,13426,Customs,6
11974,54220,Logistics Issue,6
11975,60567,Logistics Issue,7
11976,95617,Traffic,4
11977,101461,Logistics Issue,4
11978,39190,Traffic,8
11979,158992,Weather,6
11980,143785,Customs,7
11981,21039,Weather,8
11982,78800,Customs,6
11983,25529,Weather,8
11984,179385,Logistics Issue,2
11985,139474,Logistics Issue,2
11986,52011,Customs,2
11987,42637,Logistics Issue,4
11988,168718,Customs,7
11989,75872,Weather,4
11990,49348,Customs,6
11991,67512,Customs,8
11992,135108,Logistics Issue,6
11993,130837,Weather,3
11994,27516,Weather,6
11995,127218,Weather,8
11996,71300,Customs,4
11997,101875,Logistics Issue,2
11998,35779,Weather,8
11999,81414,Weather,6
12000,36224,Traffic,8
12001,18243,Logistics Issue,9
12002,40827,Weather,1
12003,119618,Logistics Issue,2
12004,62940,Weather,2
12005,93650,Traffic,1
12006,4621,Customs,6
12007,9568,Traffic,7
12008,8328,Logistics Issue,5
12009,191497,Traffic,9
12010,132433,Traffic,2
12011,71891,Weather,7
12012,33735,Traffic,1
12013,459,Traffic,7
12014,24165,Logistics Issue,3
12015,169527,Logistics Issue,1
12016,13765,Logistics Issue,3
12017,66205,Logistics Issue,4
12018,3262,Logistics Issue,9
12019,43348,Weather,4
12020,66209,Customs,3
12021,15098,Traffic,2
12022,143625,Weather,2
12023,68245,Customs,5
12024,4256,Customs,4
12025,77184,Logistics Issue,7
12026,67285,Logistics Issue,3
12027,37473,Customs,2
12028,34372,Customs,7
12029,78763,Weather,5
12030,152991,Traffic,1
12031,90775,Weather,9
12032,108792,Traffic,1
12033,12878,Traffic,6
12034,183153,Traffic,2
12035,75281,Customs,6
12036,164233,Weather,4
12037,152666,Traffic,4
12038,113995,Logistics Issue,3
12039,137536,Customs,8
12040,131207,Traffic,2
12041,45932,Weather,3
12042,43801,Traffic,2
12043,108618,Logistics Issue,8
12044,159330,Traffic,1
12045,4164,Customs,2
12046,42895,Logistics Issue,2
12047,121431,Customs,4
12048,179030,Weather,2
12049,55485,Weather,6
12050,19364,Logistics Issue,7
12051,40696,Weather,9
12052,83076,Customs,6
12053,7544,Weather,7
12054,156196,Weather,7
12055,172198,Traffic,3
12056,134120,Traffic,6
12057,93490,Customs,9
12058,191467,Logistics Issue,3
12059,182849,Logistics Issue,3
12060,137921,Customs,5
12061,126443,Logistics Issue,1
12062,36877,Logistics Issue,8
12063,30151,Weather,8
12064,97206,Weather,6
12065,108447,Customs,5
12066,79918,Logistics Issue,2
12067,69507,Weather,8
12068,37355,Traffic,1
12069,125079,Customs,3
12070,102889,Logistics Issue,6
12071,51425,Logistics Issue,4
12072,2918,Weather,1
12073,116321,Weather,8
12074,104913,Weather,7
12075,166738,Customs,3
12076,58302,Customs,7
12077,166165,Logistics Issue,9
12078,148258,Weather,7
12079,113958,Customs,3
12080,141531,Traffic,5
12081,48781,Weather,2
12082,111564,Logistics Issue,9
12083,82376,Traffic,2
12084,136985,Weather,5
12085,127177,Customs,2
12086,170478,Logistics Issue,1
12087,55387,Logistics Issue,1
12088,176606,Traffic,7
12089,34167,Weather,1
12090,95687,Traffic,1
12091,26190,Customs,8
12092,160115,Customs,8
12093,181417,Traffic,9
12094,167915,Logistics Issue,8
12095,98721,Weather,4
12096,47140,Customs,7
12097,153967,Customs,3
12098,52068,Weather,7
12099,136231,Logistics Issue,9
12100,130924,Traffic,5
12101,157378,Traffic,2
12102,12699,Logistics Issue,9
12103,47193,Logistics Issue,8
12104,36306,Logistics Issue,1
12105,176308,Logistics Issue,7
12106,11453,Traffic,4
12107,172198,Weather,6
12108,110004,Logistics Issue,2
12109,147039,Logistics Issue,9
12110,149630,Customs,8
12111,39686,Traffic,8
12112,101719,Logistics Issue,7
12113,104072,Customs,6
12114,21077,Logistics Issue,2
12115,179639,Weather,8
12116,43266,Customs,6
12117,33030,Weather,1
12118,183137,Customs,8
12119,115535,Customs,2
12120,137618,Customs,1
12121,147406,Logistics Issue,7
12122,105660,Logistics Issue,7
12123,169592,Logistics Issue,9
12124,16013,Traffic,6
12125,128083,Weather,5
12126,12876,Traffic,8
12127,86982,Logistics Issue,6
12128,132190,Weather,6
12129,120822,Customs,1
12130,148038,Logistics Issue,7
12131,136626,Customs,4
12132,158053,Logistics Issue,7
12133,69495,Traffic,3
12134,26645,Traffic,3
12135,87511,Weather,3
12136,35451,Traffic,7
12137,3779,Customs,2
12138,72347,Customs,9
12139,78652,Traffic,3
12140,79771,Traffic,3
12141,76503,Customs,3
12142,111500,Weather,7
12143,175716,Weather,6
12144,147464,Traffic,7
12145,63943,Customs,1
12146,111312,Weather,5
12147,159820,Logistics Issue,4
12148,114893,Customs,4
12149,60457,Customs,3
12150,166075,Traffic,2
12151,38691,Weather,3
12152,41572,Logistics Issue,9
12153,41134,Logistics Issue,1
12154,11604,Traffic,6
12155,154082,Traffic,7
12156,14478,Weather,6
12157,175516,Traffic,4
12158,61174,Customs,9
12159,17010,Customs,3
12160,21146,Customs,1
12161,162554,Customs,5
12162,31126,Weather,5
12163,150978,Customs,1
12164,38549,Weather,8
12165,162350,Customs,5
12166,180614,Weather,7
12167,129290,Logistics Issue,9
12168,56702,Weather,3
12169,184703,Weather,3
12170,148158,Weather,4
12171,102108,Weather,4
12172,169093,Weather,5
12173,131708,Traffic,3
12174,191599,Logistics Issue,2
12175,48199,Customs,4
12176,83441,Customs,8
12177,35676,Logistics Issue,7
12178,176446,Traffic,4
12179,127682,Customs,4
12180,116076,Traffic,6
12181,3883,Customs,5
12182,184996,Traffic,2
12183,91631,Traffic,9
12184,95789,Traffic,6
12185,179810,Weather,1
12186,77457,Customs,9
12187,95149,Weather,2
12188,93109,Logistics Issue,8
12189,84709,Customs,1
12190,156308,Traffic,4
12191,183889,Traffic,3
12192,2765,Weather,9
12193,43238,Logistics Issue,1
12194,56890,Weather,7
12195,69681,Weather,7
12196,190456,Traffic,8
12197,170208,Logistics Issue,9
12198,188480,Traffic,7
12199,84459,Logistics Issue,6
12200,14223,Logistics Issue,7
12201,47813,Traffic,4
12202,145635,Traffic,6
12203,99357,Logistics Issue,2
12204,86600,Logistics Issue,1
12205,27675,Weather,5
12206,160519,Logistics Issue,1
12207,192291,Customs,1
12208,48411,Customs,5
12209,166751,Weather,8
12210,194781,Traffic,6
12211,170878,Traffic,1
12212,162862,Traffic,2
12213,152747,Logistics Issue,6
12214,170625,Logistics Issue,7
12215,117650,Logistics Issue,5
12216,94504,Logistics Issue,6
12217,77485,Weather,5
12218,1092,Weather,7
12219,137620,Logistics Issue,3
12220,85114,Customs,7
12221,119045,Customs,2
12222,1388,Customs,1
12223,71846,Customs,3
12224,142612,Traffic,6
12225,65834,Weather,6
12226,156451,Weather,3
12227,36322,Traffic,7
12228,51372,Customs,4
12229,123489,Weather,1
12230,168426,Traffic,6
12231,80029,Weather,5
12232,79805,Customs,7
12233,85562,Logistics Issue,4
12234,102334,Weather,1
12235,171469,Weather,4
12236,175386,Weather,4
12237,28638,Traffic,8
12238,178453,Customs,6
12239,173627,Traffic,6
12240,41882,Weather,6
12241,110433,Logistics Issue,6
12242,11946,Weather,6
12243,183185,Weather,4
12244,189905,Logistics Issue,8
12245,121062,Logistics Issue,4
12246,70358,Weather,8
12247,145756,Logistics Issue,9
12248,699,Customs,2
12249,133867,Customs,7
12250,46694,Customs,5
12251,172101,Logistics Issue,5
12252,72921,Weather,7
12253,53325,Weather,3
12254,171258,Logistics Issue,6
12255,123752,Traffic,2
12256,10661,Traffic,7
12257,102433,Customs,6
12258,47182,Traffic,7
12259,109305,Customs,3
12260,34037,Weather,7
12261,115452,Customs,6
12262,92634,Customs,6
12263,129717,Weather,8
12264,23737,Traffic,1
12265,142929,Customs,3
12266,160518,Traffic,4
12267,151975,Weather,4
12268,186647,Customs,3
12269,100190,Logistics Issue,9
12270,107114,Logistics Issue,7
12271,38573,Logistics Issue,7
12272,99655,Customs,1
12273,178029,Weather,4
12274,174096,Customs,9
12275,122887,Customs,2
12276,65055,Customs,5
12277,80810,Customs,3
12278,189839,Customs,5
12279,31913,Weather,9
12280,80889,Customs,3
12281,155090,Weather,5
12282,116470,Customs,6
12283,136070,Weather,8
12284,7159,Customs,9
12285,108644,Traffic,8
12286,71456,Traffic,7
12287,101901,Traffic,4
12288,100838,Traffic,3
12289,67573,Traffic,3
12290,42159,Customs,4
12291,175751,Customs,1
12292,129670,Customs,1
12293,116518,Customs,3
12294,46325,Logistics Issue,2
12295,80286,Logistics Issue,3
12296,172337,Logistics Issue,6
12297,178129,Traffic,8
12298,44686,Logistics Issue,4
12299,167013,Logistics Issue,1
12300,129612,Customs,2
12301,24702,Weather,2
12302,142710,Weather,1
12303,41805,Traffic,3
12304,145661,Traffic,5
12305,96655,Customs,8
12306,49117,Traffic,1
12307,96306,Traffic,6
12308,143861,Customs,1
12309,171336,Traffic,4
12310,181523,Weather,3
12311,42376,Weather,7
12312,101268,Traffic,7
12313,159926,Weather,5
12314,67275,Logistics Issue,5
12315,79917,Traffic,3
12316,138203,Traffic,9
12317,22975,Logistics Issue,6
12318,110369,Weather,9
12319,50858,Customs,6
12320,73863,Logistics Issue,7
12321,61927,Weather,8
12322,55206,Weather,9
12323,67375,Weather,5
12324,11302,Weather,3
12325,137318,Logistics Issue,7
12326,78240,Weather,2
12327,187302,Logistics Issue,4
12328,6532,Logistics Issue,6
12329,23989,Logistics Issue,2
12330,17401,Logistics Issue,5
12331,75624,Logistics Issue,8
12332,79405,Customs,9
12333,103020,Weather,2
12334,182704,Logistics Issue,7
12335,184686,Traffic,2
12336,156493,Traffic,7
12337,14039,Customs,4
12338,134155,Weather,1
12339,53093,Logistics Issue,1
12340,8171,Logistics Issue,8
12341,21848,Logistics Issue,9
12342,133104,Traffic,5
12343,59078,Customs,2
12344,67219,Traffic,7
12345,36030,Logistics Issue,7
12346,87704,Weather,3
12347,55371,Traffic,5
12348,134700,Logistics Issue,3
12349,19497,Traffic,4
12350,109691,Weather,2
12351,193384,Logistics Issue,7
12352,93546,Customs,6
12353,174509,Customs,8
12354,151294,Logistics Issue,2
12355,60442,Customs,6
12356,95104,Weather,9
12357,122307,Traffic,5
12358,5352,Customs,4
12359,80595,Traffic,3
12360,20090,Weather,6
12361,52182,Customs,9
12362,9189,Traffic,2
12363,170610,Weather,3
12364,172079,Logistics Issue,6
12365,172166,Logistics Issue,5
12366,195516,Weather,9
12367,94076,Traffic,2
12368,158398,Weather,1
12369,97185,Weather,6
12370,11952,Weather,1
12371,46703,Customs,6
12372,141800,Logistics Issue,8
12373,143298,Customs,7
12374,19896,Weather,2
12375,15145,Logistics Issue,3
12376,141018,Customs,8
12377,111590,Weather,8
12378,88673,Weather,6
12379,12021,Customs,3
12380,114186,Logistics Issue,1
12381,113767,Customs,8
12382,91986,Logistics Issue,3
12383,116328,Logistics Issue,9
12384,191232,Weather,7
12385,42275,Customs,2
12386,193388,Weather,4
12387,167512,Weather,4
12388,105698,Weather,5
12389,132634,Traffic,7
12390,47406,Customs,9
12391,47363,Logistics Issue,2
12392,35223,Traffic,4
12393,17059,Traffic,9
12394,169332,Logistics Issue,7
12395,118332,Weather,3
12396,85005,Customs,1
12397,170787,Traffic,8
12398,49371,Weather,9
12399,88250,Logistics Issue,2
12400,108795,Customs,5
12401,158421,Traffic,4
12402,180693,Weather,4
12403,88245,Traffic,7
12404,17727,Customs,2
12405,142637,Weather,8
12406,121756,Traffic,7
12407,32491,Traffic,5
12408,33848,Customs,5
12409,48599,Logistics Issue,2
12410,107748,Traffic,9
12411,114104,Weather,2
12412,4321,Customs,3
12413,158053,Traffic,3
12414,36203,Logistics Issue,8
12415,120523,Weather,6
12416,163077,Logistics Issue,2
12417,181508,Logistics Issue,7
12418,172066,Customs,9
12419,119323,Weather,7
12420,115090,Logistics Issue,3
12421,20258,Customs,8
12422,68557,Customs,8
12423,75691,Customs,6
12424,165626,Traffic,3
12425,19191,Logistics Issue,9
12426,7089,Weather,9
12427,96432,Logistics Issue,3
12428,187362,Customs,6
12429,144633,Weather,9
12430,94377,Traffic,9
12431,45892,Weather,3
12432,110694,Logistics Issue,9
12433,67999,Weather,9
12434,57412,Traffic,5
12435,127214,Weather,1
12436,140000,Customs,9
12437,161215,Customs,8
12438,127201,Logistics Issue,6
12439,39786,Logistics Issue,2
12440,106214,Traffic,8
12441,33262,Customs,7
12442,668,Logistics Issue,9
12443,50710,Weather,1
12444,32364,Weather,5
12445,51428,Weather,5
12446,138085,Logistics Issue,4
12447,165088,Customs,8
12448,21498,Logistics Issue,5
12449,37254,Traffic,5
12450,27782,Customs,4
12451,104864,Traffic,3
12452,175757,Customs,8
12453,120082,Weather,6
12454,63685,Customs,4
12455,18673,Logistics Issue,7
12456,129065,Customs,6
12457,171469,Customs,8
12458,99046,Logistics Issue,7
12459,108888,Logistics Issue,2
12460,179889,Weather,9
12461,38999,Customs,6
12462,184363,Logistics Issue,8
12463,152469,Weather,3
12464,14180,Logistics Issue,6
12465,118371,Weather,1
12466,135658,Logistics Issue,8
12467,153284,Weather,7
12468,559,Traffic,2
12469,56368,Traffic,9
12470,73157,Weather,7
12471,52708,Customs,3
12472,144303,Weather,4
12473,10808,Customs,6
12474,123213,Traffic,3
12475,177834,Weather,6
12476,5834,Logistics Issue,5
12477,163399,Traffic,8
12478,159244,Logistics Issue,2
12479,142334,Logistics Issue,9
12480,66627,Traffic,1
12481,156589,Logistics Issue,8
12482,80255,Weather,2
12483,117275,Weather,3
12484,68395,Weather,2
12485,139312,Traffic,3
12486,82391,Weather,5
12487,153216,Logistics Issue,9
12488,24310,Logistics Issue,9
12489,21895,Logistics Issue,3
12490,156869,Traffic,8
12491,68182,Weather,3
12492,20785,Logistics Issue,1
12493,132610,Customs,3
12494,97643,Weather,3
12495,32553,Traffic,5
12496,187997,Traffic,1
12497,151896,Weather,7
12498,36086,Customs,6
12499,69202,Traffic,1
12500,180356,Weather,9
12501,34971,Weather,2
12502,115814,Traffic,8
12503,27517,Traffic,7
12504,18033,Customs,9
12505,19612,Customs,6
12506,33951,Weather,8
12507,145041,Customs,4
12508,40494,Traffic,4
12509,148699,Logistics Issue,2
12510,166371,Logistics Issue,3
12511,79707,Traffic,2
12512,16438,Weather,4
12513,36143,Logistics Issue,6
12514,119261,Traffic,5
12515,145229,Logistics Issue,4
12516,8840,Weather,4
12517,167887,Weather,5
12518,13077,Logistics Issue,4
12519,8001,Weather,3
12520,171029,Customs,7
12521,27022,Customs,4
12522,20425,Traffic,4
12523,47205,Traffic,9
12524,48567,Traffic,3
12525,185690,Traffic,1
12526,95226,Logistics Issue,7
12527,42162,Logistics Issue,2
12528,8733,Traffic,9
12529,142510,Customs,6
12530,156210,Logistics Issue,7
12531,91794,Traffic,3
12532,95968,Traffic,9
12533,152992,Weather,1
12534,26954,Logistics Issue,4
12535,32732,Logistics Issue,8
12536,130995,Logistics Issue,9
12537,47341,Logistics Issue,4
12538,34358,Customs,1
12539,53975,Customs,9
12540,172912,Traffic,7
12541,133861,Traffic,3
12542,126586,Weather,6
12543,159287,Customs,1
12544,18102,Weather,3
12545,165549,Customs,3
12546,131300,Weather,9
12547,4883,Traffic,4
12548,80031,Logistics Issue,3
12549,150740,Traffic,4
12550,163711,Weather,9
12551,49708,Customs,9
12552,146425,Weather,6
12553,159261,Customs,2
12554,17356,Weather,8
12555,100548,Weather,6
12556,54302,Logistics Issue,2
12557,102910,Weather,7
12558,67911,Customs,4
12559,90925,Traffic,8
12560,110640,Logistics Issue,4
12561,115812,Customs,8
12562,71335,Traffic,7
12563,135752,Traffic,7
12564,99927,Logistics Issue,7
12565,186747,Logistics Issue,2
12566,162997,Traffic,6
12567,144879,Traffic,5
12568,162247,Logistics Issue,5
12569,68675,Traffic,3
12570,191156,Logistics Issue,3
12571,43942,Traffic,9
12572,96886,Customs,3
12573,35121,Traffic,2
12574,175028,Logistics Issue,9
12575,192912,Customs,2
12576,138851,Logistics Issue,7
12577,112911,Logistics Issue,8
12578,164130,Logistics Issue,7
12579,107806,Traffic,9
12580,23792,Logistics Issue,2
12581,187490,Traffic,7
12582,21036,Logistics Issue,1
12583,154990,Traffic,6
12584,73370,Traffic,7
12585,165353,Customs,6
12586,100548,Logistics Issue,9
12587,68421,Weather,7
12588,64064,Traffic,2
12589,87805,Weather,4
12590,41521,Traffic,2
12591,183093,Weather,7
12592,184231,Logistics Issue,3
12593,104466,Customs,5
12594,46548,Customs,1
12595,186510,Traffic,3
12596,15353,Customs,7
12597,41592,Traffic,9
12598,94642,Logistics Issue,1
12599,112708,Weather,6
12600,102500,Traffic,3
12601,12431,Traffic,9
12602,10347,Weather,5
12603,94314,Logistics Issue,8
12604,127522,Logistics Issue,1
12605,6101,Logistics Issue,2
12606,148139,Logistics Issue,7
12607,180956,Customs,1
12608,96494,Customs,4
12609,62581,Customs,7
12610,170930,Weather,9
12611,157629,Customs,9
12612,10295,Weather,9
12613,76675,Traffic,4
12614,181824,Weather,4
12615,112084,Weather,8
12616,134201,Logistics Issue,4
12617,158400,Traffic,5
12618,100396,Customs,2
12619,32923,Traffic,6
12620,114319,Logistics Issue,1
12621,55851,Weather,4
12622,22617,Logistics Issue,4
12623,72904,Customs,7
12624,115832,Customs,7
12625,150983,Customs,9
12626,4899,Logistics Issue,9
12627,131445,Weather,9
12628,120079,Logistics Issue,6
12629,118574,Logistics Issue,6
12630,94304,Weather,5
12631,4197,Customs,1
12632,57157,Logistics Issue,5
12633,152314,Logistics Issue,1
12634,11235,Logistics Issue,1
12635,148033,Weather,1
12636,132222,Traffic,2
12637,79733,Weather,4
12638,7845,Logistics Issue,6
12639,102850,Traffic,1
12640,185927,Weather,1
12641,19097,Traffic,1
12642,88241,Weather,3
12643,102664,Customs,4
12644,28543,Weather,1
12645,16249,Weather,7
12646,169201,Traffic,3
12647,15435,Weather,6
12648,78251,Weather,2
12649,141787,Traffic,4
12650,172884,Traffic,1
12651,5378,Logistics Issue,5
12652,61187,Traffic,6
12653,190533,Customs,2
12654,157012,Logistics Issue,5
12655,43302,Customs,6
12656,179609,Traffic,1
12657,165134,Logistics Issue,3
12658,12805,Weather,2
12659,31347,Traffic,5
12660,25808,Logistics Issue,6
12661,35343,Traffic,5
12662,119808,Customs,8
12663,109821,Traffic,6
12664,172266,Customs,9
12665,58723,Customs,3
12666,86071,Logistics Issue,3
12667,42860,Logistics Issue,5
12668,162651,Traffic,8
12669,20056,Customs,6
12670,34946,Customs,5
12671,158824,Customs,5
12672,58754,Traffic,7
12673,192148,Weather,8
12674,167129,Customs,6
12675,14090,Customs,2
12676,141147,Traffic,5
12677,9071,Customs,9
12678,20728,Logistics Issue,8
12679,188860,Weather,4
12680,34429,Traffic,2
12681,58161,Weather,3
12682,66275,Customs,9
12683,174098,Traffic,4
12684,165377,Weather,6
12685,71382,Traffic,6
12686,133891,Logistics Issue,9
12687,120820,Traffic,3
12688,125223,Traffic,4
12689,104307,Customs,2
12690,78282,Traffic,9
12691,63996,Traffic,8
12692,172009,Weather,6
12693,120935,Weather,4
12694,62485,Weather,8
12695,99084,Weather,8
12696,98024,Traffic,9
12697,193476,Logistics Issue,6
12698,20195,Logistics Issue,8
12699,99476,Weather,4
12700,8131,Traffic,9
12701,49210,Customs,4
12702,177341,Weather,9
12703,115250,Logistics Issue,5
12704,195922,Customs,7
12705,156627,Traffic,2
12706,102135,Logistics Issue,3
12707,50793,Logistics Issue,1
12708,2382,Customs,4
12709,44424,Weather,5
12710,148276,Weather,2
12711,43682,Customs,6
12712,130178,Customs,9
12713,37686,Customs,6
12714,85835,Customs,2
12715,135234,Traffic,4
12716,92976,Traffic,9
12717,89928,Logistics Issue,1
12718,132697,Logistics Issue,4
12719,6771,Logistics Issue,5
12720,181008,Weather,6
12721,174776,Weather,3
12722,96099,Logistics Issue,4
12723,115381,Customs,3
12724,181047,Weather,5
12725,178532,Weather,4
12726,164955,Traffic,3
12727,139306,Customs,9
12728,135538,Traffic,7
12729,78724,Traffic,9
12730,5745,Weather,7
12731,86442,Traffic,4
12732,27456,Logistics Issue,9
12733,133626,Weather,7
12734,174938,Weather,1
12735,87423,Customs,2
12736,130917,Traffic,1
12737,111923,Weather,8
12738,22513,Customs,5
12739,100901,Weather,1
12740,187968,Customs,3
12741,113422,Logistics Issue,6
12742,182379,Weather,2
12743,92564,Logistics Issue,9
12744,57428,Logistics Issue,2
12745,65389,Weather,3
12746,123481,Traffic,7
12747,2557,Weather,6
12748,185205,Traffic,4
12749,11750,Traffic,3
12750,156604,Logistics Issue,9
12751,84588,Customs,3
12752,142145,Logistics Issue,5
12753,75694,Logistics Issue,7
12754,74454,Logistics Issue,8
12755,97802,Customs,3
12756,12742,Customs,9
12757,160445,Traffic,1
12758,167036,Traffic,5
12759,16753,Logistics Issue,9
12760,126497,Traffic,1
12761,116719,Weather,2
12762,109520,Traffic,3
12763,112743,Customs,9
12764,120212,Traffic,4
12765,9970,Logistics Issue,1
12766,162682,Traffic,8
12767,72445,Logistics Issue,1
12768,65103,Weather,5
12769,167194,Logistics Issue,1
12770,168207,Weather,3
12771,62946,Customs,7
12772,164584,Customs,5
12773,136515,Weather,3
12774,105090,Traffic,7
12775,41840,Traffic,8
12776,1351,Logistics Issue,7
12777,29649,Traffic,9
12778,12290,Customs,4
12779,73980,Customs,5
12780,110059,Customs,2
12781,26612,Logistics Issue,6
12782,108236,Customs,9
12783,164872,Traffic,4
12784,111409,Logistics Issue,4
12785,6777,Customs,1
12786,111566,Customs,1
12787,142384,Traffic,7
12788,114016,Weather,6
12789,98115,Weather,5
12790,19816,Weather,1
12791,114895,Weather,7
12792,55192,Weather,4
12793,55291,Customs,2
12794,63877,Traffic,4
12795,194740,Traffic,3
12796,68146,Customs,3
12797,32979,Logistics Issue,4
12798,131005,Logistics Issue,5
12799,100670,Customs,9
12800,244,Traffic,1
12801,12504,Weather,5
12802,106041,Weather,2
12803,180235,Traffic,5
12804,77630,Logistics Issue,9
12805,11520,Logistics Issue,8
12806,19530,Customs,8
12807,170750,Customs,9
12808,58378,Logistics Issue,8
12809,133036,Weather,5
12810,190402,Traffic,6
12811,164753,Customs,7
12812,172121,Logistics Issue,2
12813,190668,Weather,6
12814,192956,Customs,7
12815,175847,Weather,1
12816,36808,Customs,3
12817,86241,Logistics Issue,8
12818,130196,Customs,8
12819,8606,Logistics Issue,1
12820,119361,Customs,7
12821,19627,Logistics Issue,1
